[2024-11-25 16:06:38] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-25 16:06:38] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-25 16:06:38] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-25 16:06:39] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-25 16:06:39] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-25 16:06:39] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-25 16:06:42] [class-ss-setup-task.php:33] Creating archive directory: C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798\
[2024-11-25 16:06:42] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/Romail-hayat.github.io/
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:07:13] [class-ss-page.php:119] Checking Content Identical:7bc0c46cf84f3edee4e716137e11da028d06725e===. Value: FALSE
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2024-11-25 16:07:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 1008
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a0b1d346e-YDBA4D.tmp
[2024-11-25 16:07:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-accordion.min.js?simply_static_page=6590
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-accordion.min.js?simply_static_page=6590
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:103] Filesize: 12555 bytes
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a0b1d346e-YDBA4D.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:07:13] [class-ss-page.php:119] Checking Content Identical:129ab28e410ee3648101c35c01e62d716b2df534===. Value: FALSE
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt
[2024-11-25 16:07:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 1008
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a0b1e1672-6Mjr9a.tmp
[2024-11-25 16:07:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt?simply_static_page=6591
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt?simply_static_page=6591
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a0b1e1672-6Mjr9a.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:07:13] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-elements.js
[2024-11-25 16:07:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 1008
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a0b1ea37f-rM2zVe.tmp
[2024-11-25 16:07:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-elements.js?simply_static_page=6592
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-elements.js?simply_static_page=6592
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:103] Filesize: 20935 bytes
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-elements.js
[2024-11-25 16:07:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a0b1ea37f-rM2zVe.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/js/nested-elements.js
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:07:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:07:14] [class-ss-page.php:119] Checking Content Identical:16d32eb2bea85935fc127f0bfc0c7c3fbcd9afe9===. Value: FALSE
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-elements.min.js
[2024-11-25 16:07:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 1008
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a0b201e4e-Tuj0vr.tmp
[2024-11-25 16:07:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-elements.min.js?simply_static_page=6593
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-elements.min.js?simply_static_page=6593
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:103] Filesize: 6401 bytes
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-elements.min.js
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a0b201e4e-Tuj0vr.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/js/nested-elements.min.js
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:07:14] [class-ss-page.php:119] Checking Content Identical:6fc67c72e4f2531a14855b193056ff65ee6eb384===. Value: FALSE
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-tabs.js
[2024-11-25 16:07:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 1008
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a0b20ef3d-rNYJ6A.tmp
[2024-11-25 16:07:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-tabs.js?simply_static_page=6594
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-tabs.js?simply_static_page=6594
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:103] Filesize: 26919 bytes
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-tabs.js
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a0b20ef3d-rNYJ6A.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/js/nested-tabs.js
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:07:14] [class-ss-page.php:119] Checking Content Identical:cb64ce12659a83f059a7cc1490b80fdf2d61d206===. Value: FALSE
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-tabs.min.js
[2024-11-25 16:07:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 1008
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a0b21817a-11Dy4O.tmp
[2024-11-25 16:07:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-tabs.min.js?simply_static_page=6595
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-tabs.min.js?simply_static_page=6595
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:103] Filesize: 12552 bytes
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-tabs.min.js
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a0b21817a-11Dy4O.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/js/nested-tabs.min.js
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:07:14] [class-ss-page.php:119] Checking Content Identical:a0040eeb3c63ec9ad56d5fbff86ec4ead2efd3e6===. Value: FALSE
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt
[2024-11-25 16:07:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 1008
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a0b227b9b-Yk0i3G.tmp
[2024-11-25 16:07:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt?simply_static_page=6596
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt?simply_static_page=6596
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a0b227b9b-Yk0i3G.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:07:14] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js
[2024-11-25 16:07:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 1008
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a0b230479-HnBh68.tmp
[2024-11-25 16:07:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js?simply_static_page=6597
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js?simply_static_page=6597
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:103] Filesize: 4310 bytes
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a0b230479-HnBh68.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:07:14] [class-ss-page.php:119] Checking Content Identical:734b62952c249b4e51ec933a13666d03546f8b3b===. Value: FALSE
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js
[2024-11-25 16:07:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 1008
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a0b239177-DVgWZA.tmp
[2024-11-25 16:07:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js?simply_static_page=6598
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js?simply_static_page=6598
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:103] Filesize: 7526 bytes
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a0b239177-DVgWZA.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:07:14] [class-ss-page.php:119] Checking Content Identical:d76691a8088d0256c4d06187fca9d910385f677d===. Value: FALSE
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/new-template.js
[2024-11-25 16:07:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 1008
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a0b240ffd-q1XHyU.tmp
[2024-11-25 16:07:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/new-template.js?simply_static_page=6599
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/new-template.js?simply_static_page=6599
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:103] Filesize: 15780 bytes
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/new-template.js
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a0b240ffd-q1XHyU.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/js/new-template.js
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:07:14] [class-ss-page.php:119] Checking Content Identical:8b755643378b3091d858c432a74b305c36607eaf===. Value: FALSE
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/new-template.min.js
[2024-11-25 16:07:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 1008
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a0b24b267-J8x3xg.tmp
[2024-11-25 16:07:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/new-template.min.js?simply_static_page=6600
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/new-template.min.js?simply_static_page=6600
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:103] Filesize: 6830 bytes
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/new-template.min.js
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a0b24b267-J8x3xg.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/js/new-template.min.js
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:07:14] [class-ss-page.php:119] Checking Content Identical:94aedae1748c8ec4924b51e3f889987891383249===. Value: FALSE
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/notes.js
[2024-11-25 16:07:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 1008
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a0b257880-PUXEyy.tmp
[2024-11-25 16:07:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/notes.js?simply_static_page=6601
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/notes.js?simply_static_page=6601
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:103] Filesize: 26323 bytes
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/notes.js
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a0b257880-PUXEyy.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/js/notes.js
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:07:14] [class-ss-page.php:119] Checking Content Identical:b4955fa3057003241839140348d2bd1b192a8b8c===. Value: FALSE
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/notes.min.js
[2024-11-25 16:07:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 1008
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a0b260608-nHIb1z.tmp
[2024-11-25 16:07:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/notes.min.js?simply_static_page=6602
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/notes.min.js?simply_static_page=6602
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:103] Filesize: 9853 bytes
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/notes.min.js
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a0b260608-nHIb1z.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/js/notes.min.js
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:07:14] [class-ss-page.php:119] Checking Content Identical:4ac7504f7dd228ce9e042bf02e42bc04ae7080b2===. Value: FALSE
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js
[2024-11-25 16:07:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 1008
[2024-11-25 16:07:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:07:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a0b26b0de-w8d5zQ.tmp
[2024-11-25 16:07:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js?simply_static_page=6603
